Location,OriginalTweet,ScreenName,Sentiment,TweetAt,UserName,annotation_id,annotator,created_at,id,lead_time,table_value_1,updated_at,AutoLabel
"Blackpool, England","#coronavirus #coronaUK #panicbuying 
I'm doing my usual monthly shopping. And my online store has no TP. ? So I bought 16 rolls of cheap stuff. Ppl! TP won't feed your family, or quench their thirst! Knock it off!!!  ????
Or protect you from Coronavirus!!!!
?????? https://t.co/L0NGwz7CWq",47174,Extremely Positive,14-03-2020,2222,,,,,,,,Очень отрицательно
"Knoxville, TN","#Coronavirus #COVID19 #GlobalPandemic 
Secret Documents Reveal Coronavirus Could be ""Category 5,"" Intel Personnel Stock 3 Months of Food! @Timcast #ThoughtsFromTheCenter  https://t.co/Ab1apwplBu",47175,Neutral,14-03-2020,2223,,,,,,,,Отрицательно
,"If in the midst of all this covid-19 panic I'm not going to ""enough"" Chinese food places, it's not because I'm racist, it's because I don't like Chinese food all that much. I'm not gonna go out of my way to try to change my mind just for this alone. Fuck that.",47176,Negative,14-03-2020,2224,,,,,,,,Очень отрицательно
,In all the covid 19 anxiety - remember food banks- people who rely on them wont be able to stock up for self isolation. The box was empty at local supermarket yesterday.,47177,Negative,14-03-2020,2225,,,,,,,,Очень отрицательно
??My Own Mind??,"Fucking people on the internet trying to make a fast buck on selling isopropyl alcohol for RIDICULOUS prices during a crisis.
#Fuckyou
#coronavirus",47178,Extremely Negative,14-03-2020,2226,,,,,,,,Отрицательно
"Trondheim, Norway ","Im about screwed atm with #Covid_19 as Norways on something of a lockdown on flying. Supposed to be going back to the UK next week to grandads to live and work. 
Cant work it all out.  Flight prices have bombed though, so Im thinking just do it ? from  #Viking stock us lot !",47179,Negative,14-03-2020,2227,,,,,,,,Отрицательно
,"Quarantine means more time with streaming, social media, phones, apps &amp; video games. More homeworkers. More digital conferences. More shopping online. The other permanent effect of COVID-19 will be to further tip the balance away from the physical world and into the digital.",47180,Neutral,14-03-2020,2228,,,,,,,,Отрицательно
"California, USA",Leaves to use in a toilet paper prices #pandemic #panicbuying #toiletpaper #COVID2019 #coronarovirus #Liberalism #MAGA #KAG #BuildTheWall #DrainTheDeepState #NationalEmergency #Trump2020 #RECALLNEWSOM https://t.co/T3flFKL4MA,47181,Neutral,14-03-2020,2229,,,,,,,,Очень отрицательно
,"I work in retail, and so far, our store hasn't even issued a statement acknowledging that they recognize Covid-19 to their clients.  I'd say a solid 75% of people we work with on a regular basis are elderly.",47182,Positive,14-03-2020,2230,,,,,,,,Отрицательно
"Liverpool, England","Also the fact of ppl panic buying and emptying supermarket shelves is a joke, disgrace, selfish and stupid... Yes I get if you suddenly b come Ill or need to self isolate but Jesus it's only for a week or two! Get a grip! #COVID_19uk #ukcoronavirus #coronavirus #Covid_19",47183,Extremely Negative,14-03-2020,2231,,,,,,,,Очень отрицательно
,The pandemic will affect all aspects of the global food systems and reveal their weaknesses writes He makes the case that govts should respond by sequencing their policy responses address supply side shocks first and demand side shocks second,47184,Extremely Negative,14-03-2020,2232,,,,,,,,Отрицательно
"Pune, India","What are business or consumer behaviors that may change permanently due to COVID-19? 
Ex. Remote work, house hunting online, online grocery. 
Explain your reasoning.
#COVID?19 #CoronaVirusUpdates 
#coronavirus #COVID19india",47185,Neutral,14-03-2020,2233,,,,,,,,Отрицательно
,kinda glad the indian public isn't reacting to #COVID2019 like so many other countries with the hoarding and panic buying essentials...yet. the millions of poor in this country who buy rations daily will starve if we begin to hoard and stash food.,47186,Extremely Negative,14-03-2020,2234,,,,,,,,Очень отрицательно
"Ottawa, Ontario, Canada",Ontario insists there's 'plenty of food' as shoppers rush to stock up due to COVID-19 https://t.co/bDZvOII6bL,47187,Neutral,14-03-2020,2235,,,,,,,,Отрицательно
"El Paso, Texas USA",If necessary stock up on things like hand cleanser food and cleaning supplies but don t worry about face masks or bottles,47188,Negative,14-03-2020,2236,,,,,,,,Отрицательно
"Dubai, United Arab Emirates","#Covid_19 panic causing people to value their toilet paper over food supplies. ? ?. Instead of limited food and sanitizers, it's instead limited toilet tissues.",47189,Negative,14-03-2020,2237,,,,,,,,Очень отрицательно
Central California,"Well expected items were out of stock but I was surprised at the overall amount of food, booze, and underwear that were still available  #Coronavirus #COVID19 #Walmart https://t.co/uOypRqiSvR",47190,Positive,14-03-2020,2238,,,,,,,,Отрицательно
The Caribbean via Nova Scotia,"Keys to world domination 
1. Buy stocks in #Dog and #cat #Food
2. Go to #Grocery Store
3. Fill up cart with Dog and Cat food
4. Run around like a nutter, maybe get into a argument 
5. Get someone to video it all and post it to social media 
6. Be #Rich
#coronapocalypse #Covid_19",47191,Negative,14-03-2020,2239,,,,,,,,Отрицательно
United States,"Guy today at Walmart today I saw had in his cart:

-5 loaves of bread
-3 bags if dog food
-20 cans of soup
-4 bottles of salsa

95% sure they are panic buying because of COVID-19.",47192,Negative,14-03-2020,2240,,,,,,,,Очень отрицательно
"England, United Kingdom",@Fiona_Kinghorn @husseyruth Beautiful Ruth. My wellbeing was enhanced with a supermarket conversation with two lovely ladies on how they had setup a Facebook group to help our elders living in bungalows to help with shopping and support. That's the spirit,47193,Extremely Positive,14-03-2020,2241,,,,,,,,Отрицательно
,Why are people panic buying stuff that will go off in a few days? Food bins will be overflowing in a week. #Coronavirus https://t.co/zlp5ZlgR3v,47194,Negative,14-03-2020,2242,,,,,,,,Очень отрицательно
"London, UK","If we have to batten down the hatches for the foreseeable future, i know for a FACT that as long as we have a stock pile of decent crunchy peanut butter, we're gonna make it through unscathed.

What's your Armageddon spread???
????????????

#coronavirus #food",47195,Neutral,14-03-2020,2243,,,,,,,,Отрицательно
"South East, England",You know what I hate about this COVID-19 panic buying? Ppl leaving their enclaves &amp; going to ethnic shops &amp; buying out a certain type of food. U know by the type of food sold out the group that did it.,47196,Extremely Negative,14-03-2020,2244,,,,,,,,Очень отрицательно
"Deltona, FL",Me shopping online since going out won't be an option. #coronapocalypse #coronavirus https://t.co/AbPIEToSCE,47197,Positive,14-03-2020,2245,,,,,,,,Отрицательно
"Fort Morgan, CO",The more I see the hysteria over the empty stores unfold the more I think people will start to do more online shopping on amazon &amp; other sites to avoid the lines &amp; people from now on. Even after Covid-19 blows over. #coronavirus #onlineshopping #emptyshelves #COVID19,47198,Extremely Negative,14-03-2020,2246,,,,,,,,Очень отрицательно
"Wisconsin, USA",People really out here working for toilet paper. #coronavirus #toiletpaper https://t.co/87USr24bHj,47199,Neutral,14-03-2020,2247,,,,,,,,Нейтрально
,"Everyone: toilet paper ahhh!!!

Filipinos: as long as we have rice, were good ?

And thankfully rice comes in huge bags at the Asian grocery store lol so they last for MONTHS #Covid_19",47200,Extremely Positive,14-03-2020,2248,,,,,,,,Отрицательно
"Atlanta, GA","@ClancyNeil Hahahaha. 

As panic spreads and COVID-19 cripples our dysfunctional healthcare. 

Trainees take solace in the fact you will not go hungry . As long as you come into work +/- pilfer food from Ms X who cant stand the consciency of app",47201,Negative,14-03-2020,2249,,,,,,,,Очень отрицательно
"Hesperia, CA","@AskTarget ""coronavirus (COVID-19) testing in select retail locations"" people can get tested in the parking lot? If found positive would a entire store have to shut down due to exposure from the guest(s). Answer at least one of my question.",47202,Positive,14-03-2020,2250,,,,,,,,Отрицательно
"Mumbai, India",Panic in city amid partial lockdown Govt shuts down theatres gyms swimming pools citizens throng stores and supermarkets to stock up on food and essentials,47203,Negative,14-03-2020,2251,,,,,,,,Отрицательно
,"In light of all the #coronavirus panic, I thought I'd speak on some awesome humanity I saw today. I had gone to the grocery store to pick up a few minor things, but, of course, the store was being drained. However, I didn't see fights or arguments. In fact/",47204,Extremely Negative,14-03-2020,2252,,,,,,,,Очень отрицательно
Central California,"Instead of hearing more about the selfish, panicked, terrible side of human behavior that weve seen lately in some grocery store outing observation posts, what have you seen or done that has been helpful for your community? #coronavirus",47205,Extremely Negative,14-03-2020,2253,,,,,,,,Очень отрицательно
"kitchener, ON",Satureday morning 6:30pm lineup waiting for grocery store to open #covid_19 #doomsdaypreppers #crazy Watch #Instavideo:https://t.co/zMLAYmWFRW https://t.co/CpPpIPgcQs,47206,Neutral,14-03-2020,2254,,,,,,,,Отрицательно
"London, England","I didn't really need it, just wanted to follow the #trend
#coronavirus #covid_19 #covid_19uk #coronavirusuk #cobrameeting #manylovedoneswilldie #panicbuying #toiletpaper #supermarket #trendy #london #unitedkingdom?? https://t.co/QIGH8xSUEV https://t.co/Of2uQVWOOa",47207,Neutral,14-03-2020,2255,,,,,,,,Очень отрицательно
"Wollongong, Australia","I shake my head in frustration when I see tweets like, ""Haven't you heard of online shopping?"" I mean, yes, I have. But do you think factory floor workers have COVID-19 immunity? That an Amazon Fulfillment Center filled with people is isolated from the virus? ?",47208,Negative,14-03-2020,2256,,,,,,,,Отрицательно
"New York, NY","If no one buys anything other than what we need to survive, like food and medicine, then we dont need a economy or the stock market. 

The only reason they are there is so greedy people can play monopoly.

#coronavirus #CoronaOutbreak #COVID19 #MaralagoVirus #Coronials #COVID",47209,Negative,14-03-2020,2257,,,,,,,,Отрицательно
"Uxbridge, London","Yesterday we got word that my dad had tested positive for #COVID19 and that he was being hospitalised in Tehran, Iran.

A country that had already been brought to its economic knees as a result of sanctions, now faces a global pandemic without access to basic drugs and equipment.",47210,Positive,14-03-2020,2258,,,,,,,,Отрицательно
Eastern Washington state,Please stop shaming folks who stock up on food and personal care products in the face of made it clear that he doesn t care and won t help so they re protecting their families their way It s a tiny bit of mastery and control in terrifying times,47211,Extremely Positive,14-03-2020,2259,,,,,,,,Очень положительно
"Norwich, UK",In Tesco s y day noted huge collection 4 Food Bank FB Was relieved to see it even tho I despair FBs are needed Been worrying me how ppl on low incomes would stock up on provisions in prep 4 self isolation You need   to have a store cupboard,47212,Negative,14-03-2020,2260,,,,,,,,Отрицательно
Canada,"You don't need to do crazy prep for COVID-19, just keep good hygiene, be distant and mindful of others. ALTHOUGH You do need to prep for the panic buyers who have no idea what they're doing. Happy we're stocked up on food for this week! #panicbuying #COVID?19 #grocerystorecraze",47213,Negative,14-03-2020,2261,,,,,,,,Очень отрицательно
